comment_id,created_at,profile_pic_url,text,user_id,username,created_at_readable,created_at_str
17861947392214179,1724336300,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/495187999_18389513296114388_6905548171065808390_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=LtqgcdVW9MQQ7kNvwG8kDYd&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfIcz-0fVFWfUGth61fIsW6kqqRI6JcSO1jnWc_FmJMHcQ&oe=68377914&_nc_sid=0985b0,I chase survival to the finish line,3507810387,hendyhariadi,2024-08-22 14:18:20,2024-08-22 14:18:20
17937193913894509,1724336415,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/485643542_1293500715251890_2051893103937978504_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=dlNXkvrPtYMQ7kNvwGdNNMN&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfKjGJdtSo9153mSPky4Rg5Qz1v4KkO2zwkB9pC2FHFCFA&oe=68376A4A&_nc_sid=0985b0,Gassss,1129256812,przfghtr,2024-08-22 14:20:15,2024-08-22 14:20:15
17891185992070024,1724336530,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/480987936_3490711934564982_2248888464000266626_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=l0oatYsvwM8Q7kNvwF_BU6R&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfJxaTNvSYWTIjX-mf5zmen7c35YAmicTEKXtSCC1nD8Ow&oe=68378CBD&_nc_sid=0985b0,🔥🔥🔥,336813685,pittyuurasyid,2024-08-22 14:22:10,2024-08-22 14:22:10
17912206535989525,1724336543,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/484557216_630781706515221_1492317488493585544_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=tGLgMTXmk3MQ7kNvwE1ftU5&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfKD_h_z0bjoH7wWTGyag6FEU7XPvenAZvx5HZLcgEQ7ww&oe=6837903D&_nc_sid=0985b0,🔥🔥🔥🙌,13833614825,astriidkz,2024-08-22 14:22:23,2024-08-22 14:22:23
17920529441958210,1724337269,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/159347032_1925166414305464_3081728636795141287_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=WXSbvpg54JsQ7kNvwHe5aqS&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfKU807M7WDC8qQFu2NLBEeoSG4OlMJitzJ73EX4morJ2g&oe=683792BB&_nc_sid=0985b0,🔥🔥🔥,510675608,andri_lou,2024-08-22 14:34:29,2024-08-22 14:34:29
17857958466234687,1724337403,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/269607924_303534415071261_6836468378668439114_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=J_9QY6LwEbAQ7kNvwGN6P6w&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfJsEmX52Q9wlkB5Bd5r3DeKTcakta-QhzUNsZjLURsW6w&oe=68376576&_nc_sid=0985b0,🔥🔥🔥🔥🔥🙌🙌🙌🙌🙌,180469618,hoeng_hoeng,2024-08-22 14:36:43,2024-08-22 14:36:43
18005491712405842,1724338342,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/434723854_457762296584438_1866204860148036736_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=DSAu_z7aUPMQ7kNvwGIVX3s&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfKDP6Niie4uZyDHCFBwhRrFkd5Pn2Z_Zg3cTrLQMxRoDQ&oe=683775C9&_nc_sid=0985b0,Finish aja PB kok... Virgin FM😍,236579349,tan.adisaid,2024-08-22 14:52:22,2024-08-22 14:52:22
17861093301165516,1724339527,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/463776659_527361130011171_9151798494370777353_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=3tLBExbCrrkQ7kNvwGq4AVQ&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfKQeU3BQ9PR42MBq3D12nn0-JvuYIag4jyxARFCsQSmcg&oe=683774F9&_nc_sid=0985b0,❤️❤️❤️,1434511060,evebestday,2024-08-22 15:12:07,2024-08-22 15:12:07
18057775072663848,1724342355,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/456201505_1025480272375125_541999571881456291_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=0d-Q7omYIHgQ7kNvwFqgjYS&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfKcNfOfdePYiri1wN-Apg71mI8OYBkRYh2faFvJZd9XFw&oe=68376306&_nc_sid=0985b0,@purnama_jaya weihhh hitz bener jadi cover @maybankmarathon 🔥🔥👏👏🙌😍🤩,1602958965,drg_nancyaryasubawa,2024-08-22 15:59:15,2024-08-22 15:59:15
18012282248624682,1724344512,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-19/427486458_436447725374568_2980731915562697042_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QH-LmrbqUtdGl3HFftfgcyaRcgx_I4Z4WR32Azpj-3ffjRxDT6GA24A7cOH9AlsD1Y&_nc_ohc=h7gFUknNo98Q7kNvwE4Iby-&_nc_gid=DAmWBGvI8cpqFbms9L8q0A&edm=AI-cjbYBAAAA&ccb=7-5&oh=00_AfLnKriAkTq-zSacOrxVRPBaJNRe0EXbbH5cGjeYAP1HbQ&oe=68376940&_nc_sid=0985b0,Wooow.. Suhu @purnama_jaya  endorse nya ngerii.. Ga pengen kyk gini koh @csurjadi83 ☺,3963647644,_therariz,2024-08-22 16:35:12,2024-08-22 16:35:12
